Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
8.06,256.02,108.65,74,Steel,48,Soft Soil,0.904,Destructive
5.21,261.5,88.83,96,Wood,36,Rock,0.577,Heavy
4.86,37.38,110.4,81,Wood,24,Rock,0.556,Heavy
8.42,294.55,55.77,19,Wood,21,Rock,0.575,Heavy
4.03,182.73,41.63,46,Wood,3,Hard Soil,0.323,Light
5.55,291.4,62.83,79,Wood,13,Hard Soil,0.487,Moderate to Heavy
8.39,51.6,117.53,40,Brick,4,Soft Soil,0.813,Severe
6.97,197.37,30.21,78,Concrete,38,Rock,0.553,Moderate to Heavy
8.29,236.73,66.75,55,Wood,13,Hard Soil,0.607,Heavy
4.96,259.33,85.92,46,Concrete,46,Soft Soil,0.679,Very Heavy
8.42,34.41,6.48,67,Concrete,38,Soft Soil,0.725,Very Heavy
4.54,112.27,117.15,84,Concrete,41,Soft Soil,0.738,Very Heavy
5.14,147.28,16.16,95,Wood,8,Rock,0.395,Moderate
7.83,280.6,40.93,64,Concrete,46,Rock,0.616,Heavy
7.47,99.55,52.79,64,Steel,43,Soft Soil,0.761,Very Heavy
8.46,155.96,93.94,78,Steel,30,Hard Soil,0.718,Very Heavy
8.33,109.27,76.96,18,Wood,39,Hard Soil,0.641,Heavy
5.27,179.63,95.54,87,Steel,40,Rock,0.59,Heavy
4.92,123.11,40.49,34,Brick,16,Soft Soil,0.529,Moderate to Heavy
5.28,121.85,79.43,4,Concrete,22,Rock,0.444,Moderate
4.53,89,118.59,15,Steel,41,Rock,0.521,Moderate to Heavy
4.95,99.51,69.64,89,Concrete,38,Hard Soil,0.529,Moderate to Heavy
7.77,270.82,22.74,23,Steel,25,Rock,0.499,Moderate to Heavy
4.6,181.94,102.22,60,Brick,15,Hard Soil,0.49,Moderate to Heavy
6.97,146.19,105.09,8,Steel,17,Soft Soil,0.716,Very Heavy
8.19,269.75,73.52,3,Wood,26,Hard Soil,0.587,Heavy
5.96,159.81,101.54,52,Wood,44,Rock,0.607,Heavy
5.01,122.24,99.34,62,Brick,42,Hard Soil,0.562,Heavy
4.3,187.23,60.06,96,Brick,44,Soft Soil,0.649,Heavy
6.18,178.82,78.33,83,Concrete,39,Soft Soil,0.751,Very Heavy
8.18,249.22,37.15,67,Concrete,4,Rock,0.546,Moderate to Heavy
7.98,204.6,24.12,89,Brick,11,Hard Soil,0.55,Moderate to Heavy
7.87,105.02,52.51,33,Steel,42,Soft Soil,0.748,Very Heavy
6.54,155.92,42.54,44,Concrete,13,Hard Soil,0.468,Moderate to Heavy
6.66,297.68,36.34,11,Steel,48,Hard Soil,0.501,Moderate to Heavy
4.14,168.39,103.91,51,Steel,19,Rock,0.469,Moderate to Heavy
5.3,270.82,102.42,90,Concrete,11,Soft Soil,0.698,Very Heavy
8.23,249.34,47.19,32,Steel,27,Hard Soil,0.576,Heavy
4.74,70.65,66.3,12,Brick,8,Soft Soil,0.526,Moderate to Heavy
8.48,208.14,36.5,94,Concrete,3,Hard Soil,0.585,Heavy
8.37,82.63,102.94,41,Steel,2,Soft Soil,0.785,Severe
7.49,154.81,12.01,16,Concrete,21,Hard Soil,0.453,Moderate to Heavy
5.02,145.64,58.02,1,Steel,8,Rock,0.365,Moderate
5.64,193.78,64.39,46,Wood,1,Rock,0.437,Moderate
6.64,111.8,94.95,70,Wood,35,Hard Soil,0.63,Heavy
6.75,163.57,99.18,32,Brick,25,Rock,0.585,Heavy
6.36,27.9,42.88,93,Steel,12,Hard Soil,0.506,Moderate to Heavy
4.19,97.97,107.16,32,Steel,17,Rock,0.454,Moderate to Heavy
8.08,234.18,44.45,49,Wood,12,Rock,0.551,Moderate to Heavy
5.49,228.3,34.18,78,Wood,17,Hard Soil,0.443,Moderate
7.25,169.72,81.42,87,Brick,2,Soft Soil,0.739,Very Heavy
5.5,205.53,79.15,59,Concrete,8,Rock,0.482,Moderate to Heavy
4.72,137.3,33.66,9,Brick,37,Hard Soil,0.375,Moderate
4.67,41.44,94.16,17,Brick,29,Rock,0.465,Moderate to Heavy
8.45,237.08,58.58,73,Steel,24,Soft Soil,0.791,Severe
6.27,202.29,30.8,90,Steel,7,Hard Soil,0.469,Moderate to Heavy
5.56,110.45,13.06,91,Brick,12,Soft Soil,0.565,Heavy
6.87,67.62,56.92,54,Brick,24,Soft Soil,0.69,Very Heavy
8.07,17.69,99.02,57,Concrete,16,Rock,0.658,Heavy
6.69,85.68,69.88,87,Brick,18,Soft Soil,0.724,Very Heavy
5.37,109.11,26.28,18,Wood,48,Hard Soil,0.426,Moderate
5.01,263.37,18.51,88,Steel,35,Hard Soil,0.439,Moderate
6.52,164.13,110.54,56,Steel,22,Rock,0.61,Heavy
8.05,77.83,94.99,43,Concrete,16,Soft Soil,0.786,Severe
4.21,48.56,10.9,83,Brick,8,Rock,0.328,Light
7.11,240.72,43.62,56,Brick,33,Hard Soil,0.55,Moderate to Heavy
4.04,222.48,112.32,92,Brick,47,Hard Soil,0.575,Heavy
8.04,100.42,41.15,98,Wood,7,Rock,0.583,Heavy
5.98,113.47,55.17,8,Concrete,2,Hard Soil,0.403,Moderate
8.13,111.52,50.04,43,Wood,20,Soft Soil,0.723,Very Heavy
8.17,76.74,113.47,53,Wood,18,Soft Soil,0.837,Severe
5.28,20.11,8.36,15,Concrete,5,Hard Soil,0.303,Light
4.55,265.82,92.6,18,Concrete,34,Hard Soil,0.468,Moderate to Heavy
6.71,272.27,112.4,12,Wood,18,Rock,0.571,Heavy
5.35,202.37,17.98,22,Brick,20,Rock,0.359,Moderate
6.49,56.29,71.02,15,Brick,19,Soft Soil,0.646,Heavy
4.15,118.71,103.01,61,Steel,5,Hard Soil,0.45,Moderate to Heavy
8.43,121.39,23.01,59,Wood,26,Hard Soil,0.571,Heavy
7.86,42.24,68.52,82,Brick,45,Soft Soil,0.829,Severe
5.16,185.84,56.45,35,Steel,23,Hard Soil,0.433,Moderate
6.38,37.22,114.44,30,Concrete,38,Soft Soil,0.766,Very Heavy
5.87,134.23,102.72,95,Steel,45,Rock,0.65,Heavy
4.37,237.76,106.18,49,Concrete,7,Soft Soil,0.608,Heavy
6.34,179.56,45.48,6,Steel,20,Hard Soil,0.439,Moderate
8.23,277.26,27.43,82,Concrete,36,Hard Soil,0.611,Heavy
5.39,218.03,64.56,33,Brick,46,Soft Soil,0.652,Heavy
7.58,225.09,101.36,35,Steel,13,Hard Soil,0.609,Heavy
8.05,112.97,69.48,68,Steel,44,Rock,0.674,Very Heavy
5.85,209.7,10.16,62,Brick,44,Soft Soil,0.609,Heavy
5.87,77.44,63.54,48,Steel,35,Rock,0.517,Moderate to Heavy
7.62,197.23,114.14,71,Concrete,37,Hard Soil,0.716,Very Heavy
4.04,108.41,17.31,70,Concrete,34,Rock,0.369,Moderate
6.43,271.43,25.99,38,Brick,9,Hard Soil,0.421,Moderate
5.95,103.84,77.33,51,Wood,42,Rock,0.561,Heavy
7.16,32.42,17.09,5,Concrete,48,Soft Soil,0.637,Heavy
5.53,292.3,40.81,70,Concrete,11,Hard Soil,0.437,Moderate
8.23,107.62,110.37,2,Brick,39,Soft Soil,0.825,Severe
5.26,55.31,85.15,15,Concrete,37,Rock,0.494,Moderate to Heavy
5.52,84.91,82.94,59,Steel,4,Rock,0.481,Moderate to Heavy
7.29,261.03,61.64,59,Concrete,45,Soft Soil,0.766,Very Heavy
7.94,269.6,8.6,98,Steel,6,Hard Soil,0.521,Moderate to Heavy
4.44,245.57,74.75,84,Wood,4,Soft Soil,0.589,Heavy
6.21,76.63,71.9,51,Wood,13,Soft Soil,0.657,Heavy
4.6,293.19,47.01,7,Steel,42,Soft Soil,0.549,Moderate to Heavy
7.89,299.35,88.92,83,Steel,6,Rock,0.638,Heavy
6.19,184.87,93.03,35,Concrete,30,Rock,0.56,Heavy
4.15,32.2,12.87,27,Brick,7,Rock,0.27,Light
6.31,129.36,48.65,68,Brick,27,Rock,0.519,Moderate to Heavy
7.57,170.71,70.74,2,Steel,4,Soft Soil,0.656,Heavy
8.12,115.18,115.07,36,Concrete,29,Rock,0.692,Very Heavy
7.67,152.96,84.88,82,Wood,22,Soft Soil,0.801,Severe
5.97,271.63,42.44,28,Concrete,41,Rock,0.479,Moderate to Heavy
4.81,55.69,14.46,33,Steel,17,Hard Soil,0.332,Light
7.58,275.93,89.22,99,Brick,35,Soft Soil,0.847,Severe
5.35,147.09,53.55,91,Steel,17,Hard Soil,0.482,Moderate to Heavy
4.66,200.81,66.71,64,Steel,30,Rock,0.468,Moderate to Heavy
5.81,104.87,32.55,53,Steel,12,Hard Soil,0.422,Moderate
5.32,56.22,70.22,51,Concrete,39,Soft Soil,0.662,Heavy
4.11,7.65,105.15,90,Wood,24,Rock,0.519,Moderate to Heavy
8.01,31.7,46.25,19,Steel,5,Soft Soil,0.657,Heavy
4.78,121.57,35.62,62,Brick,5,Soft Soil,0.52,Moderate to Heavy
8.41,132.89,74.04,40,Wood,34,Rock,0.652,Heavy
5.79,54.32,114.15,15,Concrete,25,Hard Soil,0.545,Moderate to Heavy
5.76,190.35,114.28,52,Wood,37,Rock,0.604,Heavy
7.26,51.57,65.71,4,Brick,22,Hard Soil,0.521,Moderate to Heavy
7.76,237.17,80.37,50,Steel,30,Rock,0.632,Heavy
7.49,189.98,12.63,61,Concrete,42,Rock,0.541,Moderate to Heavy
6.45,137.91,46.59,62,Steel,12,Rock,0.486,Moderate to Heavy
7.21,81.65,73.97,43,Concrete,44,Soft Soil,0.765,Very Heavy
4.26,116.13,32.73,89,Wood,15,Rock,0.387,Moderate
4.44,158.79,17.27,85,Steel,26,Soft Soil,0.538,Moderate to Heavy
6.41,267.3,28.2,43,Wood,46,Soft Soil,0.653,Heavy
4.92,239.3,78.78,2,Brick,24,Hard Soil,0.427,Moderate
6.26,46.52,88.91,19,Concrete,9,Hard Soil,0.498,Moderate to Heavy
6.02,119.15,81.51,72,Concrete,16,Rock,0.541,Moderate to Heavy
4.05,49.26,54.92,43,Concrete,2,Hard Soil,0.341,Moderate
6.71,196.28,29.08,17,Steel,10,Soft Soil,0.571,Heavy
8.22,33.87,42.08,60,Brick,9,Rock,0.559,Heavy
7,13.67,32.12,91,Wood,15,Hard Soil,0.525,Moderate to Heavy
8.04,47.7,80.82,80,Steel,20,Hard Soil,0.657,Heavy
6.93,242.86,80.87,31,Steel,38,Rock,0.588,Heavy
6.94,240.08,46.02,37,Concrete,5,Rock,0.471,Moderate to Heavy
5.18,47.55,49.17,51,Concrete,27,Hard Soil,0.446,Moderate to Heavy
5.63,98.4,74.98,17,Concrete,7,Rock,0.437,Moderate
4.19,132.75,18.35,67,Wood,37,Hard Soil,0.381,Moderate
6.1,98.63,96.41,21,Concrete,10,Rock,0.507,Moderate to Heavy
7.85,18.05,80.03,61,Concrete,16,Soft Soil,0.769,Very Heavy
4.64,212.52,51.09,2,Concrete,14,Hard Soil,0.347,Moderate
8.25,292.19,74.08,56,Steel,24,Hard Soil,0.64,Heavy
7.91,295.24,91.46,98,Concrete,28,Hard Soil,0.702,Very Heavy
8.11,187.56,108.86,28,Concrete,36,Soft Soil,0.837,Severe
7.11,200.56,79.3,9,Concrete,24,Soft Soil,0.695,Very Heavy
5.77,212.02,36.37,56,Concrete,4,Rock,0.413,Moderate
7.26,223.69,95.63,41,Wood,40,Soft Soil,0.793,Severe
6.7,295.21,75.52,43,Brick,49,Rock,0.602,Heavy
7.04,92.99,54.52,60,Steel,43,Soft Soil,0.739,Very Heavy
4.2,33.14,15.57,51,Steel,32,Rock,0.351,Moderate
6.35,179.45,56.88,42,Concrete,2,Soft Soil,0.608,Heavy
6.42,277.01,61.3,23,Steel,10,Rock,0.466,Moderate to Heavy
5.57,98.22,38.48,50,Steel,13,Hard Soil,0.419,Moderate
7.34,212.64,72.73,45,Wood,41,Rock,0.615,Heavy
6.07,131.68,48.38,87,Steel,4,Soft Soil,0.629,Heavy
5.16,96.01,41.36,30,Steel,13,Hard Soil,0.383,Moderate
4.29,297.69,80.05,48,Steel,30,Rock,0.456,Moderate to Heavy
4.5,55.74,32.94,73,Brick,43,Hard Soil,0.439,Moderate
4.46,289.83,37.6,57,Wood,2,Rock,0.347,Moderate
6.22,24.32,46.83,58,Brick,28,Rock,0.503,Moderate to Heavy
4.35,95.41,50.26,56,Wood,8,Soft Soil,0.523,Moderate to Heavy
4.39,248.08,83.16,17,Brick,37,Rock,0.449,Moderate to Heavy
5.92,33.98,30.95,94,Steel,30,Soft Soil,0.652,Heavy
7.67,109.39,58.06,85,Brick,48,Rock,0.661,Heavy
8.11,238.81,95.48,97,Wood,9,Soft Soil,0.83,Severe
7.73,282.56,66.74,85,Wood,11,Soft Soil,0.755,Very Heavy
5.79,280.75,108.36,86,Steel,30,Soft Soil,0.766,Very Heavy
4.87,215.61,67.08,21,Concrete,35,Soft Soil,0.596,Heavy
4.55,212.09,54.96,41,Steel,49,Hard Soil,0.458,Moderate to Heavy
6.13,292.97,80.5,46,Concrete,40,Soft Soil,0.717,Very Heavy
8.36,20.85,36.57,24,Wood,15,Soft Soil,0.683,Very Heavy
4.76,264.83,38.76,87,Concrete,38,Hard Soil,0.466,Moderate to Heavy
6.64,113.4,97.61,95,Wood,36,Rock,0.662,Heavy
4.11,107.96,38.18,32,Concrete,27,Rock,0.355,Moderate
7.31,57.05,29.59,99,Concrete,8,Soft Soil,0.68,Very Heavy
8.49,83.45,70.18,17,Wood,12,Hard Soil,0.582,Heavy
6.74,283.26,109.84,44,Concrete,18,Hard Soil,0.6,Heavy
5.89,210.29,94.73,75,Concrete,38,Rock,0.603,Heavy
4.47,181.48,7.07,6,Concrete,27,Soft Soil,0.445,Moderate to Heavy
5.21,8.02,76.44,58,Brick,49,Rock,0.544,Moderate to Heavy
7.92,276.56,87.24,39,Brick,16,Soft Soil,0.762,Very Heavy
6.23,144.04,112.39,40,Concrete,12,Rock,0.563,Heavy
5.41,294.99,69.95,99,Wood,6,Soft Soil,0.648,Heavy
6.36,213.68,106.18,84,Wood,2,Soft Soil,0.733,Very Heavy
7.84,69.81,35.32,7,Concrete,19,Rock,0.496,Moderate to Heavy
4.79,239.53,116.09,89,Steel,49,Rock,0.62,Heavy
7.43,146.55,111.71,42,Concrete,3,Rock,0.606,Heavy
5.49,287.66,42.4,6,Steel,5,Hard Soil,0.361,Moderate
7.78,186.51,20.89,23,Brick,37,Hard Soil,0.521,Moderate to Heavy
6.21,149.36,77.03,18,Steel,26,Soft Soil,0.659,Heavy
7.32,92.47,81.66,27,Steel,29,Hard Soil,0.587,Heavy
6.81,101.36,52.56,46,Concrete,4,Rock,0.482,Moderate to Heavy
4.14,5.71,91.44,27,Wood,10,Rock,0.406,Moderate
6.78,230.27,64.87,36,Concrete,14,Rock,0.511,Moderate to Heavy
5.31,101.98,25.57,31,Brick,8,Soft Soil,0.505,Moderate to Heavy
4.72,152.26,64.58,27,Brick,34,Rock,0.439,Moderate
8.23,66.31,50.69,97,Steel,3,Hard Soil,0.599,Heavy
4.43,107.21,28.29,73,Brick,2,Hard Soil,0.346,Moderate
5.75,191.35,57.15,55,Concrete,5,Rock,0.448,Moderate to Heavy
4.93,188.15,23.47,36,Steel,17,Hard Soil,0.356,Moderate
8.26,229.8,113.1,96,Brick,49,Hard Soil,0.795,Severe
8.16,269,10.94,84,Wood,2,Hard Soil,0.514,Moderate to Heavy
7.59,206.64,39.07,58,Wood,7,Hard Soil,0.517,Moderate to Heavy
4.4,168,94.53,37,Steel,39,Rock,0.493,Moderate to Heavy
4.98,115.48,73.44,88,Wood,5,Rock,0.469,Moderate to Heavy
4.54,19.01,12,8,Brick,36,Soft Soil,0.477,Moderate to Heavy
5.46,156.25,96.28,79,Wood,4,Rock,0.52,Moderate to Heavy
4.87,147.74,71.67,27,Steel,39,Hard Soil,0.468,Moderate to Heavy
8.41,28.95,80.07,5,Steel,5,Hard Soil,0.569,Heavy
5.13,126.67,93.85,36,Brick,4,Hard Soil,0.457,Moderate to Heavy
7.06,102.79,30.6,32,Steel,24,Hard Soil,0.484,Moderate to Heavy
7.35,148.29,71.78,86,Wood,5,Hard Soil,0.583,Heavy
7.14,139.62,73.33,80,Wood,21,Hard Soil,0.601,Heavy
7.33,49.79,85.76,49,Steel,19,Rock,0.596,Heavy
5.79,21.36,12.42,78,Wood,47,Soft Soil,0.632,Heavy
5.97,265.49,39.04,29,Concrete,23,Hard Soil,0.439,Moderate
7.49,144.57,106.05,54,Concrete,17,Hard Soil,0.639,Heavy
6.43,17.83,81.6,50,Steel,7,Soft Soil,0.672,Very Heavy
4.21,257.64,60.13,3,Brick,37,Soft Soil,0.538,Moderate to Heavy
6.72,20.74,23.06,88,Brick,3,Hard Soil,0.468,Moderate to Heavy
7.41,168.57,97.27,35,Concrete,4,Hard Soil,0.576,Heavy
7.54,154.56,33.91,24,Wood,39,Rock,0.536,Moderate to Heavy
7.24,252.4,12.88,97,Concrete,45,Hard Soil,0.57,Heavy
7.76,231.76,23.92,23,Wood,1,Hard Soil,0.453,Moderate to Heavy
7.76,83.57,10.8,86,Wood,16,Rock,0.524,Moderate to Heavy
8.33,264.8,95.56,94,Steel,33,Rock,0.736,Very Heavy
4.85,206.93,27.83,99,Steel,17,Soft Soil,0.572,Heavy
6.37,189.96,82.35,36,Wood,6,Rock,0.504,Moderate to Heavy
5.57,251.25,67.56,11,Wood,21,Hard Soil,0.444,Moderate
7.38,236.63,102.86,69,Steel,28,Hard Soil,0.665,Heavy
6.23,105.24,53.38,37,Wood,19,Hard Soil,0.475,Moderate to Heavy
5.48,143.57,78.96,98,Concrete,33,Rock,0.57,Heavy
7.22,245.27,59.5,15,Steel,41,Soft Soil,0.707,Very Heavy
5.63,189.89,54.58,94,Brick,28,Soft Soil,0.672,Very Heavy
5.23,287.7,103.93,87,Wood,33,Rock,0.588,Heavy
7.05,13.6,16.65,82,Concrete,5,Hard Soil,0.472,Moderate to Heavy
4.47,249.86,38.81,60,Steel,35,Rock,0.418,Moderate
4.44,205.17,96.09,76,Steel,20,Hard Soil,0.498,Moderate to Heavy
4.63,81.06,66.67,76,Steel,4,Soft Soil,0.577,Heavy
4.03,51.71,42.63,26,Brick,1,Soft Soil,0.451,Moderate to Heavy
6.38,205,63.48,39,Concrete,39,Hard Soil,0.542,Moderate to Heavy
4.92,229.36,93.99,38,Brick,3,Soft Soil,0.597,Heavy
7.44,230.66,7.74,95,Steel,9,Hard Soil,0.498,Moderate to Heavy
7.75,38.04,22.28,21,Brick,27,Rock,0.5,Moderate to Heavy
7.87,142.93,69.02,86,Wood,22,Hard Soil,0.639,Heavy
7.75,49.49,24.28,79,Wood,10,Hard Soil,0.527,Moderate to Heavy
8.18,31.46,93.05,90,Concrete,34,Hard Soil,0.722,Very Heavy
5.68,117.37,26.56,74,Steel,4,Soft Soil,0.56,Heavy
5.41,159.25,88.76,37,Concrete,10,Soft Soil,0.625,Heavy
4.88,52.7,25.63,57,Concrete,42,Soft Soil,0.578,Heavy
4.06,244.47,93.58,6,Steel,3,Rock,0.371,Moderate
5.43,111.21,72.51,70,Concrete,7,Soft Soil,0.626,Heavy
4.89,99.52,61.46,56,Concrete,1,Soft Soil,0.555,Moderate to Heavy
5.91,159.57,105.41,29,Concrete,45,Hard Soil,0.59,Heavy
7.61,263.37,76.99,58,Wood,44,Rock,0.655,Heavy
6.45,111.81,118.15,5,Concrete,22,Rock,0.568,Heavy
7.65,79.17,103.81,61,Concrete,15,Soft Soil,0.797,Severe
4.15,161.05,59.62,84,Wood,32,Rock,0.455,Moderate to Heavy
8.37,80.76,33.07,11,Steel,32,Soft Soil,0.699,Very Heavy
4.7,57.91,81.22,12,Concrete,8,Hard Soil,0.398,Moderate
7.55,269.74,115.46,80,Brick,17,Soft Soil,0.834,Severe
5.12,130.58,22.43,24,Brick,27,Soft Soil,0.521,Moderate to Heavy
6.63,53.91,96.82,51,Concrete,1,Soft Soil,0.696,Very Heavy
5.54,263.14,74.51,8,Concrete,47,Hard Soil,0.503,Moderate to Heavy
4.89,138.84,24.73,37,Concrete,49,Rock,0.421,Moderate
5.04,61.31,37.93,50,Brick,46,Soft Soil,0.607,Heavy
7.9,262.6,92.42,11,Brick,6,Hard Soil,0.572,Heavy
8.06,255.91,41.91,88,Concrete,1,Soft Soil,0.713,Very Heavy
7.63,178.72,35.14,49,Steel,38,Hard Soil,0.565,Heavy
8.35,167.64,118.73,78,Concrete,26,Hard Soil,0.745,Very Heavy
8.49,238.25,68.24,72,Wood,7,Soft Soil,0.774,Very Heavy
4.78,231.42,114.24,10,Concrete,19,Hard Soil,0.477,Moderate to Heavy
4.56,191.52,76.32,56,Steel,10,Hard Soil,0.431,Moderate
6.88,92.63,105.18,44,Steel,3,Hard Soil,0.569,Heavy
6.22,290.55,48.5,97,Brick,43,Soft Soil,0.725,Very Heavy
7.92,8.44,54.31,55,Wood,31,Hard Soil,0.604,Heavy
6.08,201.82,99.79,88,Steel,9,Hard Soil,0.576,Heavy
7.09,270.04,37.76,42,Steel,18,Rock,0.495,Moderate to Heavy
4.89,176.1,113.42,67,Steel,17,Rock,0.535,Moderate to Heavy
8.11,91.08,56.45,21,Brick,13,Rock,0.547,Moderate to Heavy
5,128.53,116.22,89,Concrete,37,Soft Soil,0.757,Very Heavy
5.04,132.44,40.68,14,Concrete,11,Hard Soil,0.356,Moderate
6.07,136.26,87.79,48,Concrete,12,Hard Soil,0.522,Moderate to Heavy
4.84,149.71,42.41,9,Wood,32,Hard Soil,0.386,Moderate
8.08,215.41,48.73,94,Concrete,21,Hard Soil,0.621,Heavy
7.51,36.4,61.77,97,Steel,46,Rock,0.667,Very Heavy
8.03,249.06,68.82,76,Brick,8,Hard Soil,0.608,Heavy
4.71,47.25,23.92,36,Steel,1,Hard Soil,0.313,Light
7.84,42.68,57.92,19,Steel,49,Hard Soil,0.606,Heavy
6.65,203.22,84.4,84,Concrete,25,Soft Soil,0.757,Very Heavy
6.76,201.84,73.47,57,Brick,26,Rock,0.569,Heavy
4.38,275.84,50.41,2,Brick,37,Hard Soil,0.379,Moderate
5.09,160.59,15.45,35,Steel,8,Rock,0.331,Light
4.21,12.02,27.63,2,Steel,14,Hard Soil,0.287,Light
6.67,61.64,22.57,58,Concrete,7,Soft Soil,0.593,Heavy
4.88,282.5,35.66,42,Wood,5,Soft Soil,0.505,Moderate to Heavy
7.36,47.02,32.66,88,Concrete,31,Rock,0.572,Heavy
6.22,248.78,46.45,63,Steel,39,Soft Soil,0.679,Very Heavy
7.66,185.05,17.52,30,Brick,32,Hard Soil,0.506,Moderate to Heavy
6.73,148.8,44.61,29,Steel,11,Rock,0.462,Moderate to Heavy
7.21,46.31,87.88,77,Concrete,2,Hard Soil,0.588,Heavy
6.8,267.87,76.46,41,Wood,6,Soft Soil,0.67,Very Heavy
5.07,110.83,50.85,9,Concrete,17,Hard Soil,0.381,Moderate
4.67,124.63,110.64,86,Brick,23,Hard Soil,0.55,Moderate to Heavy
7.62,169.38,7.61,93,Steel,15,Hard Soil,0.517,Moderate to Heavy
8.27,169.48,7.46,29,Concrete,31,Rock,0.517,Moderate to Heavy
6.93,70.25,17.91,40,Concrete,10,Rock,0.436,Moderate
4.22,36.77,8.54,95,Brick,18,Rock,0.356,Moderate
5.66,140.65,57.48,38,Steel,42,Hard Soil,0.501,Moderate to Heavy
5.06,171.42,40.31,39,Wood,6,Hard Soil,0.371,Moderate
4.66,185.39,56.12,6,Steel,45,Soft Soil,0.573,Heavy
6.95,235.25,30.17,49,Concrete,26,Hard Soil,0.499,Moderate to Heavy
6.13,120.79,38.9,84,Wood,41,Rock,0.537,Moderate to Heavy
7.19,144.94,50.67,81,Brick,48,Soft Soil,0.771,Very Heavy
5.3,222.34,61.69,72,Wood,27,Soft Soil,0.644,Heavy
5.3,296.13,43.77,46,Brick,44,Rock,0.472,Moderate to Heavy
4.73,288.18,94.73,82,Steel,41,Rock,0.558,Heavy
5.31,138.7,75.59,72,Concrete,10,Rock,0.483,Moderate to Heavy
6.66,32.55,39.09,80,Steel,36,Rock,0.55,Moderate to Heavy
6.5,39.02,110.34,69,Brick,38,Soft Soil,0.804,Severe
6.96,35.63,19.14,76,Steel,11,Rock,0.478,Moderate to Heavy
6.89,71.07,27.17,17,Steel,29,Hard Soil,0.465,Moderate to Heavy
6.36,24.66,51.45,4,Steel,42,Soft Soil,0.642,Heavy
6.38,160.43,100.12,37,Brick,28,Soft Soil,0.729,Very Heavy
8.49,173.18,41.75,59,Concrete,30,Hard Soil,0.613,Heavy
7.83,226.2,37.26,28,Steel,3,Soft Soil,0.638,Heavy
5.03,51.6,24.77,52,Steel,30,Rock,0.405,Moderate
8.42,107.31,52.71,33,Steel,30,Rock,0.602,Heavy
4.14,209.05,82.13,71,Brick,17,Rock,0.449,Moderate to Heavy
5.67,169.63,18.16,50,Brick,4,Rock,0.372,Moderate
4.46,28.59,67.19,54,Steel,39,Soft Soil,0.617,Heavy
7.79,32.37,47.22,66,Steel,46,Soft Soil,0.776,Very Heavy
7.61,275.23,116.43,10,Steel,15,Rock,0.615,Heavy
5.67,96.68,115.83,61,Brick,9,Soft Soil,0.706,Very Heavy
6.52,28.24,98.66,87,Steel,2,Rock,0.581,Heavy
6.56,24.48,81.95,44,Brick,48,Rock,0.605,Heavy
6.43,249.6,62,50,Brick,5,Soft Soil,0.635,Heavy
8.24,79.77,82.36,96,Concrete,25,Soft Soil,0.845,Severe
7.8,124.98,11.18,40,Steel,33,Soft Soil,0.665,Heavy
7.88,272.1,76.74,33,Wood,46,Rock,0.647,Heavy
8.28,199.62,71.06,86,Brick,1,Hard Soil,0.62,Heavy
5.66,42.74,114.66,33,Steel,46,Soft Soil,0.749,Very Heavy
7.81,71.15,66.46,51,Wood,9,Soft Soil,0.72,Very Heavy
6.02,31.03,95.81,23,Wood,42,Hard Soil,0.568,Heavy
6.21,283.75,37.4,24,Concrete,4,Rock,0.405,Moderate
7.37,152.48,51.45,67,Wood,25,Rock,0.571,Heavy
5.53,213.42,85.64,33,Brick,37,Rock,0.526,Moderate to Heavy
5.11,173.06,118.63,62,Brick,40,Soft Soil,0.745,Very Heavy
4.18,162.14,27.12,85,Steel,16,Soft Soil,0.521,Moderate to Heavy
5.74,170.24,87.56,17,Steel,10,Soft Soil,0.62,Heavy
6.79,215.56,114.75,81,Concrete,26,Hard Soil,0.664,Heavy
4.82,134.06,58.21,36,Concrete,24,Hard Soil,0.422,Moderate
7.98,51.7,115.94,32,Brick,13,Rock,0.65,Heavy
4.49,297.15,7.55,39,Brick,15,Rock,0.306,Light
7.87,117.93,31.22,95,Brick,27,Rock,0.595,Heavy
6.19,14.1,119.92,72,Concrete,25,Rock,0.631,Heavy
5.87,81.38,44.44,36,Wood,38,Hard Soil,0.48,Moderate to Heavy
6.89,197.61,81.01,19,Wood,5,Hard Soil,0.509,Moderate to Heavy
4.02,284.53,25.58,64,Brick,14,Rock,0.336,Moderate
6.95,36.36,88.1,84,Concrete,8,Rock,0.594,Heavy
6.72,146.28,89.53,21,Wood,25,Rock,0.556,Heavy
7.71,81.4,62.94,81,Brick,35,Hard Soil,0.641,Heavy
6.16,260.6,89.49,21,Concrete,26,Rock,0.53,Moderate to Heavy
5.5,259.58,101.8,71,Brick,11,Rock,0.538,Moderate to Heavy
6.34,159.15,66.85,47,Brick,37,Soft Soil,0.699,Very Heavy
5.49,130.89,74.67,4,Steel,21,Rock,0.445,Moderate to Heavy
5.74,65.63,91.41,94,Steel,29,Hard Soil,0.591,Heavy
5.78,142.17,26.41,86,Wood,12,Rock,0.443,Moderate
7.38,236.6,21.83,79,Steel,5,Rock,0.494,Moderate to Heavy
8.22,235.84,110.45,77,Steel,23,Hard Soil,0.718,Very Heavy
